"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date"
"MO","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","41","0","21","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","18","0","19","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","6","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","39","0","37","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","15","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","7","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NJ","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","50","0","13","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NM","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","7","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NV","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","15","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NY","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","3","61","0","69","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OH","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","52","2","62","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OK","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","22","0","25","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OR","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","15","1","16","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","61","1","64","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PR","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"RI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","3","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SC","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","25","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SD","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","4","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TN","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","35","0","34","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TX","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","110","1","102","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"UT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","9","0","16","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","36","1","27","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","1","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","34","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","26","1","35","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WV","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","13","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WY","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","2","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AK","Pressure sores","PSI_3_ULCER","0","9","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AL","Pressure sores","PSI_3_ULCER","2","79","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AR","Pressure sores","PSI_3_ULCER","2","43","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AS","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AZ","Pressure sores","PSI_3_ULCER","0","62","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CA","Pressure sores","PSI_3_ULCER","11","283","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CO","Pressure sores","PSI_3_ULCER","1","44","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CT","Pressure sores","PSI_3_ULCER","2","28","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DC","Pressure sores","PSI_3_ULCER","1","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DE","Pressure sores","PSI_3_ULCER","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"FL","Pressure sores","PSI_3_ULCER","6","162","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GA","Pressure sores","PSI_3_ULCER","2","101","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GU","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"HI","Pressure sores","PSI_3_ULCER","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IA","Pressure sores","PSI_3_ULCER","1","33","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ID","Pressure sores","PSI_3_ULCER","0","12","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IL","Pressure sores","PSI_3_ULCER","1","124","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IN","Pressure sores","PSI_3_ULCER","0","88","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KS","Pressure sores","PSI_3_ULCER","2","48","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KY","Pressure sores","PSI_3_ULCER","3","62","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"LA","Pressure sores","PSI_3_ULCER","4","82","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MA","Pressure sores","PSI_3_ULCER","1","58","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MD","Pressure sores","PSI_3_ULCER","4","43","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ME","Pressure sores","PSI_3_ULCER","2","16","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MI","Pressure sores","PSI_3_ULCER","4","89","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MN","Pressure sores","PSI_3_ULCER","0","49","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MO","Pressure sores","PSI_3_ULCER","0","75","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Pressure sores","PSI_3_ULCER","1","58","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Pressure sores","PSI_3_ULCER","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Pressure sores","PSI_3_ULCER","2","84","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Pressure sores","PSI_3_ULCER","0","7","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Pressure sores","PSI_3_ULCER","1","23","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Pressure sores","PSI_3_ULCER","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
