"Provider ID","Hospital Name","Address","City","State","Zip","County Name","Phone Number","Measure ID","HCAHPS Question","HCAHPS Answer Description","HCAHPS Answer Percent","Number of Completed Surveys","Survey Response Rate Percent","Footnote","Measure Start Date","Measure End Date"
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",73,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",64,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",71,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",87,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,60,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",71,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",73,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",68,168,48,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",62,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",65,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",50,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",54,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",57,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",85,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,45,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",43,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",38,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS CITY,3146524100,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",50,306,36,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",79,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",74,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",76,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",60,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",72,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",89,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,59,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",71,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",63,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",74,337,40,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,3184730010,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",69,158,31,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,3184730010,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",78,158,31,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,3184730010,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,158,31,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
