"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"VA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","97","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"VI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","77","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"VT","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","94","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"WA","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"WI","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","96","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"WV","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","95","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"WY","Preventive Care","Patients assessed and given influenza vaccination Higher percentages are better","IMM_2","91","20 - State and national averages do not include VHA hospital data.","10/01/2015","03/31/2016"
"AK","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","75","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"AL","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","80","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"AR","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","85","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"AS","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"AZ","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","89","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"CA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","84","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"CO","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","97","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"CT","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","90","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"DC","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","97","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"DE","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","91","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"FL","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","77","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
"GA","Preventive Care","Healthcare workers given influenza vaccination Higher percentages are better","IMM_3_OP_27_FAC_ADHPCT","90","20 - State and national averages do not include VHA hospital data.","10/01/2016","03/31/2017"
